# --- Chemokines (Treg / immunosuppressive recruitment) ---
CCL17	CCR4	chemokine	L->R	1.0
CCL22	CCR4	chemokine	L->R	1.0
CCL20	CCR6	chemokine	L->R	1.0

# --- Chemokines (myeloid / neutrophils / monocytes) ---
CCL2	CCR2	chemokine	L->R	1.0
CCL7	CCR2	chemokine	L->R	1.0
CCL8	CCR2	chemokine	L->R	1.0
CCL3	CCR1	chemokine	L->R	1.0
CCL5	CCR1	chemokine	L->R	1.0
CXCL1	CXCR2	chemokine	L->R	1.0
CXCL2	CXCR2	chemokine	L->R	1.0
CXCL3	CXCR2	chemokine	L->R	1.0
CXCL5	CXCR2	chemokine	L->R	1.0
CXCL8	CXCR1	chemokine	L->R	1.0
CXCL8	CXCR2	chemokine	L->R	1.0
CX3CL1	CX3CR1	chemokine	L->R	1.0

# --- Myeloid survival / TAM programming ---
CSF1	CSF1R	myeloid	L->R	1.0
IL34	CSF1R	myeloid	L->R	1.0
CSF2	CSF2RA	myeloid	L->R	1.0	requires CSF2RB
CSF2	CSF2RB	myeloid	L->R	1.0
CSF3	CSF3R	myeloid	L->R	1.0
MIF	CD74	myeloid	L->R	1.0
MIF	CXCR4	myeloid	L->R	1.0
MIF	ACKR3	myeloid	L->R	1.0
SPP1	ITGAV	myeloid	L->R	1.0	integrin axis
SPP1	ITGB5	myeloid	L->R	1.0
SPP1	CD44	myeloid	L->R	1.0
LGALS3	CD44	galectin	L->R	1.0

# --- Co-stimulation / APC-T cell interactions (context) ---
TNFSF9	TNFRSF9	costim	L->R	1.0	4-1BBL -> 4-1BB
TNFSF4	TNFRSF4	costim	L->R	1.0	OX40L -> OX40
CD40LG	CD40	costim	L->R	1.0
TNFSF13B	TNFRSF13B	Bcell	costim	L->R	1.0	BAFF -> TACI
TNFSF13B	TNFRSF13C	Bcell	costim	L->R	1.0	BAFF -> BAFFR

# --- Adhesion (immune trafficking) ---
ICAM1	ITGAL	adhesion	L->R	1.0
ICAM1	ITGB2	adhesion	L->R	1.0
VCAM1	ITGA4	adhesion	L->R	1.0
VCAM1	ITGB1	adhesion	L->R	1.0
